,user_id,Tweet_punct,Anger,Fear,Sadness,Joy,Analytical,Confident,Tentative
18,579643615,"lockdownextension
whenever people talk about lockdown extension 
government be like 
shuru majburi m kiya tha ab maja aa rha hai alifazal 😅
covidindia coronavirus corona httpstcopruscbuza",0.0,0.0,0.0,0.0,0.0,0.0,0.85591
19,1270916986084573184,"sir please postpone neet n jee exams because sir we are future of india so you must think about us postponeneetandjee 
postponejee healthoverexams hrdministry covidindia lifeoverexam neet neetug 🙏🏻🙏🏻🙏🏻",0.0,0.0,0.0,0.0,0.685018,0.761642,0.0
20,833963982029484032," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcojwespsgeoe",0.0,0.0,0.0,0.898565,0.0,0.859164,0.0
21,1277549411426422785,"keep habit  live with corona
lockdownextension covidindia coronavirusindia habit covid httpstcozmkmupuow",0.0,0.0,0.0,0.660366,0.0,0.0,0.0
22,1113747196099399680,"fifty lakh coronavirus protective suits  ppe personal protection equipment medical coveralls  can be exported every month union minister piyushgoyal
indiafightscorona makeinindia coronavirus covidvic covidindia coronavirusindia httpstcoryozye",0.0,0.0,0.617099,0.0,0.77494,0.901164,0.0
23,929076201187975168,"dc will issue necessary orders accordingly conrad sangma
sangmaconrad tathagata himantabiswa cmofficeassam sarbanandsonwal meghalayapolice proshillong pmoindia hmoindia covidindia assam assampolice 
httpstcovfknilrk",0.0,0.0,0.0,0.0,0.843513,0.927401,0.0
24,1236099716674289666," june 
projection of covidindia

using confirmed cases up to yesterday
▪️horizontal axis is the sequential day number starting with day  on st jan
▪️solid line is forecast
▪️○ are cases
▪️⭕️ are cases used to predict
 
not always hit the mark fyi
covidindia httpstcodvszsfez",0.0,0.0,0.0,0.607157,0.734627,0.0,0.0
25,763328061026607105,"httpstcoyrekocekj
our new  video is out on our channel crazy beings please like subscribe and watch our channel and share among your friends and family

lockdown covidindia  assam",0.0,0.0,0.0,0.707871,0.0,0.0,0.586281
26,168499074,"check out wotrindias latest photo essay on agriculture activities undertaken as preparation for the kharif season httpstcooewgtbnzn
kharif climateresilientagiculture fornature buildbackbetter covidindia agrigoi mordgoi hulnews unccdlibrary ibrahimthiaw httpstcorzzhmwxe",0.0,0.0,0.0,0.0,0.720783,0.0,0.0
27,141121573,prabhuchawla narendramodi drharshvardhan there is something called as “total reported cases” “active cases” “recovered cases” and “deaths” prabhuchawla covid covidindia indiafightscorona,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3128392756,"welcoming our esteemed speakers of the webinar

joinus tomorrow at am ist 

webinar link httpstcoamwarftn

webinar id   
password 

joinus  freewebinar health csos ngos covidindia httpstcouwipitvf",0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1277542395018645505,drrpnishank sir plz clarify the neet and jee aspirants that the date of examination will postpone or not postponeneetjee healthoverjeeneet healthoverneet covidindia,0.0,0.0,0.0,0.0,0.653099,0.0,0.0
30,22592646,can we sue him for  crs pypayurved this people claimed cure for covidindia  promoted by bjpindia and narendramodi  who httpstcodgsyeqtxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1200740578847182849,"visit gaurcitymall for sanitized and safe shopping experience

globalrepublic dominos mycitymymall covid covidindia lockdown unlock greaternoidawest gaurs gaursons gaursonsindia httpstconqocrzkdyk",0.0,0.0,0.0,0.0,0.596122,0.0,0.0
32,143544374,"was scrolling through covidindia data and noticed that on  june the number of deaths recorded in a hourcycle was over   which is at least  times higher than the daily average a week before that date and since then

what exactly happened here httpstcohoicqfxcyp",0.0,0.0,0.586162,0.0,0.698379,0.833207,0.0
33,1095663272089608192,"odisha covid daily report  june

odisha reported  new positive cases of covid and  recoveries today increasing the states tally to  cases including  recoveries and  deaths

follow timesdemocracy for fastest covid updates

covidindia covid httpstcoagyrkpqdz",0.0,0.0,0.598022,0.0,0.0,0.918711,0.0
34,255433885,if only i could raise an issue about indian working standards here these indian companies are the least professional and now are using covidindia excuse as a means to harass employees,0.0,0.0,0.640588,0.0,0.729586,0.0,0.0
35,4346594067,"do you know
coronavirusindia
coronaupdates
covidindia
👉👉👉
half a million people have died due to covid  httpstcoshckymxl",0.0,0.0,0.0,0.0,0.952933,0.0,0.0
36,1095663272089608192,"uttar pradesh corona daily report  june

uttarpradesh reported  new positive cases of covid today increasing the states tally to  cases including  recoveries and  deaths
 
follow timesdemocracy for fastest covid updates 

covidindia httpstcoptfqgpsl",0.0,0.0,0.569026,0.0,0.0,0.92567,0.0
37,17710740,"coronavirusoutbreak indias covid recovery rate improves to 

covidindia covid coronavirus coronavirusindia 

httpstcoybxuibxh",0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,869970456929087489,"order now  httpstcogredtccxuw 
disinfect az items at your workspace staysafe stayproductive
covid covidindia coronavirus muvs minionlabsuvsaaph httpstcoxgmqtvqdig",0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,941103475,this is what your जागरूकराजस्थान ha covidindia ashokgehlot sachinpilot rajgovofficial rajcmo rajsampark diprrajasthan newsrajasthan stindianews dainikbhaskar jagrannews pirawa patrikaraj aajtak rahulgandhi rahulkanwal policerajasthan jaipurpolice,0.0,0.0,0.0,0.717157,0.0,0.0,0.0
40,2440871581,maharashtra government extends lockdown in the state till st july  covidindia lockdownextended chennai subash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,833963982029484032," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcouyfmbs",0.0,0.0,0.0,0.898565,0.0,0.859164,0.0
42,19519947,"indias coronavirus recovery rate has reached  percent as the gap between recoveries and active cases stands at 
coronavirusinindia covidindia coronaviruscases
httpstcocatnwzpw",0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,68927629,"a singleday spike of  coronavirus cases took indias tally to  today

covid covid covidindia
httpstcoaudhyxef",0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,806099154455949312,"recovery rate in india from covid increased upto  since may  to june  covidindia 
bjpbihar  bjpjehanabad mangalpandeybjp 
sanjayjaiswalmp manankrishna 
cpthakurbjp vijaykrsinhabjp 
radhamohanji sureshbjpjbad 
deveshkumarbjp shubhamrajbjp anmolsovit httpstcoublazerzk",0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1242506670070095872,"a map prepared by csirneeri mumbai showing covidー cases in maharashtra th june 

maharashtrafightscorona medicalmaharashtra medd coronaupdatesindia unlockingindia mumbaifightscovid stayhomestaysafesavelives covidindia  unlockindia beginagain sarscov httpstcocgvbnspgi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1178905583535063040,"liverdisease can become very dangerous over time conditions that damage the liver can lead to scarring cirrhosis which can lead to liver failure a lifethreatening condition

liverhealth mondaythoughts noalcohol  healthcare healthyliving   covid covidindia httpstcoethvctbr",0.0,0.714509,0.0,0.0,0.717828,0.859164,0.0
47,778524581040680960,"yoga is a tool to boost our immune system

🇮🇳guess the yoga pose quiz🇮🇳🧐
httpstcosmlcxpyr

pranayogashal weshareyoga yogalifestudios yoga yogaathome yogaduringlockdown stayhome staysafe stayfit covid covid immunity booster coronavirus covidindia httpstcovoqtoqvzf",0.0,0.0,0.0,0.775883,0.0,0.0,0.798695
48,902545168330629121,"nmmc special containment zone  belapur sec  to sec  and vashi vashi gaon from  jun to  jul 
covidindia navimumbai vashi belapur 

navimumpolice nmmconline khargharbot navimumbaicity httpstcoyprywjh",0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,567278796,"covidindia updates

🩺 patients cured  in last  hours
📈recovery rate 
🏥 active cases
🧪 samples tested

read httpstcoqsuhepocqi

cmohry punjabgovtindia ddnewslive airnewsalerts prasarbharati pbnsindia",0.0,0.0,0.517558,0.0,0.0,0.0,0.0
50,26403984,"suvarnanewstv bjpkarnataka inckarnataka news channels got cut itself off from public mood amp defending the indefensible bjpindia bjpkarnataka pmoindia narendramodi 
bjpbetraysourjawans modisurrenderstochina inspite of covidindia restrictions dkshivakumar inckarnataka took risk to fight on behalf of people",0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,308835749,dpradhanbjp narendramodi gdp is going up gdp gas diesel  petrol for india covidindia amazing progress if you have to take money put a separate covid tax but its insane to take money when crude is dropping while being hedged,0.529411,0.0,0.0,0.0,0.0,0.0,0.0
52,833963982029484032," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcohmzddqouz",0.0,0.0,0.0,0.898565,0.0,0.859164,0.0
53,1111854591534985221,"covid covidindia covidtamilnadu coronavirus stayhomestaysafe 
spread the message stop the virus
🤲🤲🤲wash often🤲🤲🤲
😷😷😷cough into😷😷😷
🙏🙏🙏dont touch🙏🙏🙏
🛕🛕🛕avoid crowds🛕🛕🛕
🏡🏡🏡stay inside🏡🏡🏡",0.0,0.0,0.0,0.0,0.0,0.0,0.698156
54,118123362,i believe the government has managed to educate the masses about covid what they need to focus on is the healthcare infrastructure lock downs can be ended slowly my views tnlockdown covidindia covidtamilnadu,0.0,0.0,0.562103,0.0,0.0,0.0,0.0
55,3922870159,the fact that we are in lockdown  and possibly need many more shows how indisciplined we are as a country more than questioning the government its time to question the discipline of the  people covidindia,0.0,0.0,0.0,0.0,0.882284,0.0,0.0
56,1133604244513120258,"the total number of active cases   stay updated coronavirus stats in india with mapmyindia covid guide on mapmyindia move app indiafightscorona stayhome staysafe
coronavirusupdate covidoutbreak covid covidindia httpstcokbhlmvor",0.0,0.0,0.0,0.0,0.0,0.752665,0.0
57,1243080700086996993,"delhi to set up plasma bank for treatment of coronavirus patients arvind kejriwal
 


delhi delhinews newdelhi newdelhinews nationalnews covidindia covidupdates coronaupdatesindia coronavirusinindia indiafightcorona arvindkejriwal manishsisodia savedelhi ncr httpstcopehtppe",0.0,0.0,0.0,0.0,0.643758,0.0,0.0
58,1264926863757062145,"atdarknova please read bbc  article the world knows that india has lost its fight against covidindia as well as chinaindiaborder clash petroldieselpricehike ⛽️ 
or bankfraud or indianeconomy 
coronavirusoutbreak or 🚊 shramikspecialtrains bjp has failed totally httpstcojtryuhrc",0.0,0.0,0.597982,0.0,0.800352,0.0,0.944387
59,553717435,imtiazjaleel cmomaharashtra authackeray anildeshmukhncp rajeshtope this is the saddest reality of pvt hospitals shame covidindia httpstcoieuyzrfds,0.0,0.0,0.900925,0.0,0.0,0.0,0.0
60,434923455,"tanyagoell sarvarta tajinderbagga srinivasiyc guys you need help 
health sector alone cant win this
public participation is more important
donate plasma

covidindia",0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,136899074,"why cant karnataka govt copy the model implemented by central govt at delhi  

covidindia covidkarnataka 
cmofkarnataka dhfwka mohfwindia",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1268189155831345152,"doctors  doctors 
govt is taking certain requiry actions but i dono whats wrong is happening with these doctors atleast you would hve put that man on ventilator  he would have died peacefully but u made him die because of u just because of ur negligence he died covidindia httpstcoxsicfvhyle",0.0,0.0,0.709236,0.0,0.0,0.0,0.0
63,1052853006608125953,"yrs backwarkaries wid 
agenda of marathareservation allegedly  thretened the  then cm fadanavis not to perform state pooja of lord vithoba n rukhmini on eve of aashadhi ekadishi this year covidindia prohibited themcoicidence or mauli unhappy with them pandharpur",0.0,0.0,0.0,0.0,0.800681,0.0,0.852741
64,68925774,wear mask and save yourself and others covidindia httpstcofuosauk,0.0,0.0,0.0,0.0,0.724236,0.0,0.0
65,849487754,"bhubaneswar reports  covid positive cases  local contact

odishafightscorona odishacares covid covidindia coronavirusupdates 

httpstcodddjczcthh",0.0,0.0,0.0,0.0,0.0,0.966751,0.0
66,828841083257778176,"himachal pradesh reports  new covid cases state tally rises to  himachalpradesh covidindia covid coronavirusindia coronavirusupdate 
httpstcozgplqpj",0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,4736229912,in connection  with covidindia lockdown cost free  kg rice given to apl card holders in manavelly constituency puduicherry rahulgandhi mukulwasnik sanjaysdutt incpuducherry cmpuducherry vevaithilingam httpstcodzrtqqmw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1427100336,"the drug will now be used for critical covid patients undergoing treatment at covid hospitals in the state” said the additional chief secretary hfwodisha

covidindia odishafightscorona mycitylinks odisha odia bhubaneswar 
httpstcotfvjf",0.0,0.0,0.523101,0.0,0.580964,0.0,0.0
69,123651992,guys dont trust the zomato safety measure they collecting money from vendors and cheating in the name max safe and no refund if you are unhappy zomato zomatoin zomatocheatingcustomers covidindia httpstcocktuvjco,0.0,0.0,0.0,0.0,0.519491,0.0,0.0
70,4347956892,i thought i was only one last two years trying to reduced my electric bill changed  all appl to  rating still from  to  seems its adaniviruslike covidindia we have to live with it celebrities to got infected renukash taapsee adanielecmum gautamadani httpstcozkftesrci,0.0,0.0,0.667948,0.0,0.0,0.0,0.0
71,1271869435645583360,indian chemicals industry is one of the key elements of the economy amp has the potential to become th largest chemicals consuming country despite covidindia pandemic cimgoi piyushgoyal  dvsadanandgowda,0.0,0.0,0.502708,0.0,0.0,0.0,0.0
72,197768378,flyingbeast captriturathee  sirmaam look what indigo is doing dumping  covidindia used safety kits on the roadside which is highly infectious to cattle owners and animals as well httpstcooivjjxdyp httpstcojorycgvwmp,0.0,0.0,0.0,0.0,0.646387,0.0,0.0
73,3301333489,"deaths are much higher maharashtra didnt report deaths outside hospital delhi  falsely reporting of deaths with comorbidity uttar pradesh not publishing data also under reporting in maharashtra n delhi which be added as backlog in a week
 covidindia coronaupdatesinindia",0.0,0.0,0.722698,0.0,0.0,0.0,0.0
74,1200740578847182849,"get set for a refresh offers raining at adidas gaurcitymall

mycitymymall covid covidindia lockdown unlock greaternoidawest gaurs gaursons gaursonsindia httpstcoidrigtss",0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,828841083257778176,"indias covid recovery rate has improved to  total  patients cured so far says health ministry
covidindia recoveryrate covid coronavirus coronaviruspandemic
httpstcotxuuqysjun",0.0,0.0,0.0,0.0,0.799093,0.828525,0.0
76,30216925,the mad king and the crowned prince are going to drown telangana they advocate for gandhi hospital while their own minister goes to pvt hospital telanganacovidtruth gandhihospital covidindia,0.0,0.0,0.684897,0.0,0.0,0.0,0.0
77,864144538981588992,"first day of office after lockdown
feels good to be out 😌😸
covidindia 
afterlockdown httpstconcjxyik",0.0,0.0,0.0,0.872459,0.0,0.0,0.827288
78,1043489036524875781,"telanganacmo   homeminister has got positive 
then in which hospital he has admitted sir🤔 why he admitted in corporate hospital
why not gandhihospital 
 telanganacovidfailure 
covid  covidindia httpstcouupemptvnp",0.0,0.0,0.0,0.0,0.0,0.966751,0.0
79,2417134104,"some important updates on covidindia 

👉recovery rate improves to 

👉 patients cured  in last  hours

👉 samples tested

indiafightscorona
pandajay",0.0,0.0,0.0,0.52572,0.0,0.0,0.920133
80,1291128522,"momentum in online amp appbased sales for large retailers to stay  for retailers as consumers are still preferring home delivery  onlinesale ecommerce omnichannel  walmartindia bigbazaar metroindia lotswholesale covidindia indiafightscorona 

httpstcoslfajkrim",0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,411654763,"so proud of the husband dr fuadhalim for his selfless work in times of covidindia

providing dialysis for rs  is no mean feat

read up how dr halim and team kolkataswasthasankalp achieved their goal

thank you theprintindia

httpstcopqhhxayvqy",0.0,0.0,0.0,0.905333,0.0,0.0,0.0
82,26403984,suvarnanewstv bjpkarnataka inckarnataka this is the exploitation of helpless citizens by both bjpindia at the centre and bjpkarnataka at the state on the assumption of covidindia restrictions inckarnataka dkshivakumar incindia had to take risk on behalf of the consumers while union government is insensitive,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1212026138370822144,"ghaziabad sos covidindia 
need abve blood plasma from covidrecovery patient
illness corona
at yashoda hospital 
contact 
via
prateek
bloodpointorg bloodmatters",0.0,0.0,0.67652,0.0,0.0,0.0,0.0
84,22205952,"coronavirus by the numbers how india stacks up against other worsthit countries in terms of total cases mortality rate recovery rate and other key indicators 

covid coronavirusoutbreak coronaviruspandemic covidindia newsgraphics httpstconcprlepyp",0.0,0.0,0.0,0.0,0.942463,0.743836,0.0
85,816574800365690880,thread on how apping the covidindia virus leads to further chaos httpstcoeqhqqrttyq,0.0,0.0,0.667087,0.0,0.702145,0.0,0.0
86,1636050392,"dahisar cheknaka
what a surprise in lockdown 
covidindia httpstcopbxlrbehb",0.0,0.0,0.0,0.577894,0.0,0.0,0.0
87,54713681,"telanganamaata sagarbjp common citizens has to stand in long q outside private diagnostic centres for a paid test of covid ministers in telangana get admitted to private corporate hospitals for treatment bangarutelangana 
covidindia

httpstcoasimrnvjcs",0.0,0.0,0.0,0.0,0.0,0.899051,0.0
88,26403984,dkshivakumar very apt and correct decision bjpindia amp bjpkarnataka is exploiting the helplessness of the general public since they couldnt take to agitation due to covidindia inckarnataka has taken a big risk on behalf of the helpless citizens inspite of criticism from media,0.0,0.0,0.0,0.0,0.754612,0.0,0.0
89,4752707640,"covidindia updates

🩺 patients cured  in last  hours
📈recovery rate 
🏥 active cases
🧪 samples tested

read httpstcolhcovsaykb",0.0,0.0,0.517558,0.0,0.0,0.0,0.0
90,4751807443,"start ups to be the ‘new normal’ in india httpstcoeqkzwikypk 

startups newnormal covidindia",0.0,0.0,0.0,0.559531,0.77494,0.0,0.0
91,849503561620869120,no lockdown ahhhbe careful guys they had planned something 🙏 covidindia,0.0,0.0,0.0,0.608197,0.0,0.0,0.822231
92,133375445,"why did they then do since march  its july covidindia is spreading like tsunami  
bjpfailsindia kejriwalexposed 
arvindkejriwal atishiaap httpstcoxyzcgmb",0.0,0.0,0.0,0.0,0.0,0.0,0.733641
93,38113243,"thanks guys for the super speedy delivery dailyobjects 
covidindia covid sanitizer httpstcoyncabjwb",0.0,0.0,0.0,0.66936,0.0,0.0,0.0
94,1291128522,"godrejappliancegodrej sales reach near precovid level  in the last week of june expect full capacity utilisation by the end of september ceamaindia covidindia indiafightscoronavirus appliances aircondition

httpstcogpldjt",0.0,0.0,0.0,0.0,0.560356,0.0,0.0
95,830032619312017410,"mission vande bharat th phase from rd   th july  👇 please follow the mentioned information 
indiaassist 
covidindia httpstcookuoffkto",0.0,0.0,0.0,0.0,0.668742,0.0,0.0
96,177153075,"how is coronavirus shaping the healthcare industry a factpacked article indeed 
👉httpstcopfipuonfo👈 
via uniindianews  pandemic covid covidindia httpstcopvmgqyzwvl",0.0,0.0,0.0,0.0,0.936566,0.983213,0.0
97,2414111058,dont postpone neet jeemains further please do it in the scheduled date by social distancingit has been too late the impact of covidindia is not going to stop soon delaying further is not a solution and  year will be missed drrpnishank dgnta pmoindia,0.0,0.0,0.678787,0.0,0.0,0.0,0.0
98,231033118,"covidindia updates

🩺 patients cured  in last  hours
📈recovery rate 
🏥 active cases
🧪 samples tested

read httpstcogqvgwlgrs",0.0,0.0,0.517558,0.0,0.0,0.0,0.0
99,1252156614104084481,covidindia  remember amp follow these covid appropriate behaviour please retweeet this amp help us to help youtogetherwecan indiafightscorona badalkarapnavyavaharkareincoronaparvaar swasthabharat dgpnagaland airnewskohima pibkohima ddnewskohima credits  mohfwindia httpstcocvtmlnps,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,830032619312017410,"importantupdate for flights from india to usa and india to canada 
ticket bookings start from  hours on th june 
indiaassist 
covidindia httpstcocuzqwymwae",0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1222209495847161856,"i have done my part in donating specialprotection masks to the mumbai police
its our responsibility to help those who are risking their familys lives for us 
sharing this only to inspire donations

donate here httpstcoarasnaeze

timetostepup covidindia coronavirus httpstcoogyzzeb",0.0,0.0,0.0,0.708682,0.0,0.0,0.0
102,144570478,andhra pradesh reports  new cases and  deaths in the last  hours total number of cases rise to  including  active cases  discharged cases and  deaths state covid nodal officer covidindia covid andhrapradesh httpstcozkjfskkh,0.0,0.0,0.527691,0.0,0.0,0.0,0.0
103,830032619312017410,"booking for flights to  canada to start at  pm today 
indiaassist 
covidindia httpstcoeczdfmgqgp",0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,175331127,"covidindia 

andhrapradesh

new cases  
active cases  
total cases  

wearamask stayhome httpstcovsjomt",0.0,0.0,0.0,0.0,0.0,0.922197,0.0
105,1277146208356626432,"strict checking underway in guwahati as covid  lockdown enters day  
india  covidindia  lockdown  assam assamcovidcount   guwahati guwahatilockdown  lockdownextension 
 httpstcocjcnebvd via youtube",0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,833963982029484032," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcognnidznrz",0.0,0.0,0.0,0.898565,0.0,0.859164,0.0
107,1095663272089608192,"andhra pradesh covid detailed report  june

andhrapradesh reported  local cases  cases from other states amp  foreign cases in the last  hours while  patients recovered in the same period total cases in ap stands at 

covidindia covid httpstcofvionqwms",0.0,0.0,0.0,0.0,0.0,0.843719,0.0
108,2918892614,norbertelekes sri  covid india week  statistics and projections bad week for india cases increased more than expected average prediction accuracy   covid covidindia covidupdates coronavirusupdates coronavirusindia httpstcofxgyemyod,0.0,0.0,0.0,0.0,0.547677,0.0,0.0
109,1146278157965770753,"covidindia state of the statestesting positivity

ideal raise testing to a level that positivity peaks and then declines to below  
realistic for states with high population density   and below

ap as lt 
br gt 
ch  
 httpstcogpywlshjr",0.0,0.0,0.0,0.760885,0.0,0.945261,0.0
110,3143350339,bsesdelhi loot at its best covidindia   inflated bills with late payment surcharge even during covid delhi government is bankcorrupt and so are it’s stakeholder companies arvindkejriwal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,991931693010305024,"india crosses l cases in a week manipur extends lockdown till july 

httpstcoxqrnlnxi

coronavirusoutbreak covid manipur lockdown covidkarnataka covidindia httpstcoyhmfotuwf",0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,738126300,"power of social distancing
covidindia socialdistancing httpstcoklvllrsjb",0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,37648300,india started off with a scare about whether the country has enough ventilators four months into covidindia pandemic its the oxygen beds that are saving lives httpstcodeylrkelb,0.0,0.0,0.0,0.537288,0.0,0.0,0.0
114,1168870776537112578,"homaxe tweet

 builders are now looking to waive the common area maintenance cam charge 

maintenancefee rentfree pandemic covidimpact covidindia chennai kolkata delhincr mumbai homebuyers propertyinvestment realestate indianrealestate 

httpstcodwrapmms",0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1095663272089608192,"andhra pradesh covid daily report  june

andhrapradesh reported  new cases of covid in the last  hours while  patients recovered in the same period total cases in ap stands at  incl other cases

 covidindia covidindia httpstcoprbqmehv",0.0,0.0,0.0,0.0,0.0,0.85399,0.0
116,35218175,"ministers tested positive with mild symptoms are straight away admitted to  star hospital

public tested positive should stay at home unless you have breathing difficulty

tera khoon khoon aur mera khoon paani 

covidindia covid covid patanjali india kolkata",0.0,0.0,0.63103,0.0,0.0,0.956525,0.0
117,552678898,"if possible please keep open atm doors always
 its reduce less human contacts atm doors are heavy everyone is holding and pushing very hard chances of corna virus spreading

coronavirus covidindia covid icicibank hdfcbank rbi icicibankcare hdfclifecares covid",0.0,0.0,0.665284,0.0,0.0,0.838624,0.0
118,1252871603836252164,"homaxe tweet

 builders are now looking to waive the common area maintenance cam charge 

maintenancefee rentfree pandemic covidimpact covidindia chennai kolkata delhincr mumbai homebuyers propertyinvestment realestate indianrealestate 

httpstcookcgvuga",0.0,0.0,0.0,0.0,0.0,0.0,0.0
