2020-06-29 12:00:54,"To Indian TV Media,
You know how most of our politicians are. Right!? They don't care abt anything except their political agenda. In such case, why do you call them to discuss matters related to Corona?
Call experts. Or are you too opportunist like them? 

#COVID19India",104205407
2020-06-29 12:00:26,"Delhi High Court extends the suspension of the functioning of High Court and subordinate courts till July 15, in view of the #COVID19India pandemic",111921832
2020-06-29 12:00:24,"@TelanganaCMO @Eatala_Rajender @KTRTRS
Dear officials, The situation in our TS is turning grim by each day. It  would be extremely helpful if all the convention centres and function halls in the city be turned into quarantine centres for the Covid19 patients.
#COVID19India",2445386695
2020-06-29 11:59:37,"Delhi Govt. will start a plasma bank in ILBS Hospital, shall start functioning in next two days
#COVID19India 
@ArvindKejriwal",111921832
2020-06-29 11:59:26,"Cool cool cool
#CoronavirusIndia #COVID19India #MaharashtraFightsCOVID19 #Thane #Mumbai https://t.co/223CkaYkXN",314506832
2020-06-29 11:57:11,"First Corona Case in india This man (Bocha Akhil.)😒
 #lockdownextension. #COVID19India #Telangana #MumbaiTraffic #Mumbai #CarelessAKU  @balajigaraga1 #electricitybill https://t.co/udqYCymQdU",734274467547881472
2020-06-29 11:56:58,"This state extends #lockdown till July 31; restrictions to be re-imposed in #COVID19 hotspots

#CoronavirusPandemic #COVID19India #Maharashtra 

https://t.co/tkWrfOQnkA",852553470
2020-06-29 11:55:05,5 Best Phillips Beard Trimmers in India [2020] #trimmer #hair #lockdownextended #COVID19India https://t.co/y8MCnSGqGi,277856770
2020-06-29 11:54:23,"Notice something missing in the list? #India #arogyasetu #COVID19India 
https://t.co/fKUKnHzk8r",107061948
2020-06-29 11:51:39,"#WakeupHRDpostponeNEETjee #PostponeNEETandJEE #PostponeJEEAndNEET #COVID #COVID19India #StudentLivesMatter A sad meme, but true. @HRDMinistry @DrRPNishank @narendramodi @DG_NTA Consider the lives of this country's future, please. https://t.co/QO4KRpL1Ob",1071112567169241088
2020-06-29 11:49:38,Thanks to #COVID19India 🙏 https://t.co/erjwFIDNpR,3243058441
2020-06-29 11:48:46,"@CMOPb @capt_amarinder Exactly what Lombardy, Italy said once. Exactly what #Delhi said not long ago too. #COVID19India #coronavirus",764206196
2020-06-29 11:48:39,"A simple data of covid-19 in india and rest of the world.

On 28th June:
India tested 170k samples and got 19.5k which brings 11.1% positivity rate.

USA tested 600k samples and got 40k cases which brings 6.6% positivity rate.

#StayHomeStaySafe 
#COVID19India",1240959619180032000
2020-06-29 11:48:00,"Due to the rapid growth in the number of #COVID cases in Maharashtra. The state government had extended the lockdown till July 31.

The government issued guidelines for what it called 'Mission Begin Again’.

#lockdownextension #COVID19India #Maharashtra

https://t.co/kxc6KsBpps",1024601542039617536
2020-06-29 11:46:36,"#SafeBanking with #SunilJoshi. 
@SunilJoshi_Spin
 speaks on safe banking practices.

#StaySafeBankSafe

@DFS_India @syndicatebank
 #CanaraBank #Phishing #Malware  #TogetherWeCan #Banking #Cricket #COVID19India #cybersecurity https://t.co/EaBTMuERw3",229351338
2020-06-29 11:45:41,#COVID19India #StaySafe #StayHome #WearMask while going out and carry sanitizer for better protection. https://t.co/mdb3c6M1zW,1274342173035474945
2020-06-29 11:45:07,"As India continued to be the fourth worst hit among 213 countries infected by Covid-19 with 2,10,120 active cases and 16,475 deaths, Health Ministry said the recovery of infected patients shows ""encouraging results.""

#COVID19Update #COVID19India 

https://t.co/mxHaICx2qq",14405191
2020-06-29 11:45:04,"COVID-19 INDIA as on : 29 June 2020, 08:00 IST (GMT+5:30)  
 210120 Active Cases  321722 Cured 16475 Deaths   1 Migrated     
    
    [https://t.co/kCUVB9VCYL]
    
    #Covid19India #Covid19 #COVID19",369672854
2020-06-29 11:43:33,"Well Done CM @OfficeofUT! #LockdownExtension is our only hope after a failed #Unlock1 disaster. So far the center and states are failing miserably in containing the virus. Daily positive cases are over 20K now. More than 16K have died. 

#COVID19India #COVID_19",976115000350617600
2020-06-29 11:42:56,"If Plazma therapy works then Plazma donation should be made compulsory for all recovered patients specially if they are treated for free by the Govt.
#COVID19India",709375418566987776
2020-06-29 11:42:23,"Visit #GaurCityMall for sanitized and safe shopping experience!!

#GlobalRepublic #Dominos #MyCityMyMall #Covid19 #Covid19India #Lockdown2020 #Unlock1 #GreaterNoidaWest #Gaurs #Gaursons #GaursonsIndia https://t.co/7uYvjib5WC",1200740578847182849
2020-06-29 11:40:03,"#PlasmaBank to be set up in Delhi for treatment of COVID-19 patients 

#COVID19India 

https://t.co/UFqEmQfiaV",1094948959657885697
2020-06-29 11:36:40,"@PrabhuChawla @covid @corona @PMOIndia @ICMRDELHI That’s where your ignorance for science comes. Even the ones who have recovered face several complications after being infected with #COVID19 which u are least aware off!! 
#COVID19India",141121573
2020-06-29 11:36:36,"Appreciable decision by @OfficeofUT led Government of Maharashtra of extending the lockdown till 31st July 2020. I hope other states too will realize that a strict lockdown is need of the hour. Moreover, the #Unlock1 was an utter failure. 

#LockdownExtension #COVID19India",3062742404
2020-06-29 11:35:50,"Hi, day 23rd of follow up.. 

Reminds me of a song as we fight this stupid #Flipkart and #COVID19India while i feel the odds in both the cases are long wait and we have to fight.

""वो सुबह कभी तोह आयेगी, वो सुबह कभी तोह आएगी।""

और #फ्लिपकार्ट ko sharam #shame kabhi toh aayegi. https://t.co/t1unrGi7gm",310724233
2020-06-29 11:34:34,@sumanthraman #COVID19India Lockdown news from Maharashtra https://t.co/sdNjmmO6F3,2754731214
2020-06-29 11:34:07,"The day our leaders actually practice what they preach we will be a better society.
#India #NonPerformingLeaders #COVID19India",154406179
2020-06-29 11:33:35,We have continued  our efforts in trying to reach all the places of concern -health workers on foot have gone to the quarantined homes in the areas too #COVID19India https://t.co/y0QXJykxWq,255405210
2020-06-29 11:30:44,"The Maharashtra government extended the lockdown after July 31.
#lockdownextension #COVID19India
#CoronaUpdatesInIndia",1231446791645581314
2020-06-29 11:29:31,COVID is now very much close. Next door neighbour infected. Co-morbid wife! We are scared very scared #COVID19India #Coronapalooza @KDMCOfficial @AmhiDombivlikar,197413066
2020-06-29 11:29:00,"REGIONAL | National Health Mission, Assam​ Leaving No Stone Unturned To Fight COVID-19
#Assam #Assamnews #NHM #COVID19India #AssamFightsCorona @nhm_assam @himantabiswa @Pijush_hazarika @MoHFW_INDIA 
https://t.co/gNlx8kLb4D",438156528
2020-06-29 11:28:50,"Vietnam economy grows even during the pandemic, and what it signifies for India https://t.co/t8G9fXC6Rj #Vietnam #COVID19India",400630125
2020-06-29 11:27:57,"Our 3 in 1 foot operated wash basin is now available for purchase. Follow the link to see a short video on how it works.
https://t.co/KEELtWNPe7

#IndiaFightsCorona #COVID19India #coronavirus #MadeInIndia #StaySafe #SupportLocal",768990818
2020-06-29 11:26:26,"#Covid19India: State of the States:: Daily Positivity vs Daily Tests

Ignore the thick blue regression line and pay attention to the dashed redline which indicates level of positivity and which way it is trended with an increase in tests.
Boxplots on the axes indicate averages.
+ https://t.co/WSiupH4uAt",1146278157965770753
2020-06-29 11:26:26,"We wrapped some of our hoaxbusters as a @YouTubeIndia video. 

https://t.co/Pu7MFariMd

Do watch and share.

#Covid19 #Covid19India 
credits: @WormlockHolmes @ramyashetty and Sravanthi Nandiminti",1241969388187578368
2020-06-29 11:26:06,@Ganjam_Admin @CMO_Odisha @HFWOdisha What's the reason behind increase of +ve cases is increasing day by day in Ganjam especially. May god save all. Keep social distancing and save all. #COVID19India #ganjamtalks  #OdishaFightsCorona #staysafe #SocialDistancing,121001058
2020-06-29 11:25:04,@vivekoberoi @iHrithik Can you guys please help the world with the antidote of Corona. #COVID19India #coronavirus 🙂🙂🙂,2880394076
2020-06-29 11:24:49,Plasma therapy should have been the mainstay of India's fight against Covid19. We have 55% recovery among Covid19 patients. Government must make plasma donation compulsory for anyone who recovers in a government facility. #COVID19India,1926263750
2020-06-29 11:24:02,"#IndiaFightsCorona 
Choice is yours
#COVID19India https://t.co/zgRTYsLujf",823016006
2020-06-29 11:23:34,"Jobless and hopeless need your blessings and support please reach us in our tough time . My family needs your support.
#helpneed #help #Support #corona #COVID19India #ourPMo 
 @narendramodi @HMOIndia",1167677791921307648
2020-06-29 11:22:37,Covid19 Safety Products available #Covid_19 #mumbai #vasai #COVID19India #Sanitizer #n95 https://t.co/prtLd8fAse,1235073368958717953
2020-06-29 11:22:18,"Loosing job and slashing off salery was it not enough that @myBESTElectric have hiked bill 925% from 1024/- to 10044/- @CMOMaharashtra what steps government taking for middle class people who are obedient tax payer of this city. 
#HospitalityFlag #chef #COVID19India #COVID19",153268178
2020-06-29 11:22:16,"@siddaramaiah @BJP4India @narendramodi Big blow to Middle class people.. Fuel is basic need from Farmer to PM, and using that to make money is harsh on daily lifes. That too people have stopped using public transport due to #COVID19India and now Center is using this opportunity to make money here",421225776
2020-06-29 11:21:08,The Maharashtra government on Monday announced that it has extended the lockdown till July 31 in view of the steadily increasing Covid-19 cases in the state. #Maharashtra @OfficeofUT @AUThackeray #COVID19India,2154547153
2020-06-29 11:20:30,"#Infographics #Covid_19 India Factsheet as on 29th June 2020, 8:00 AM https://t.co/XAjLzHTEGb #DataPortalIndia @MoHFW_INDIA @NICMeity @GoI_MeitY #COVID19India #coronavirus #IndiaFightsCorona https://t.co/HKA6eeZVT2",1170885648
2020-06-29 11:19:50,"@HFWOdisha The quarantine stamps are causing skin reaction .  
This is the picture of my sister just returned yesterday. 
#Quarantine #COVID19India #OdishaFightsCorona https://t.co/SZXubciKLN",1272832435164606464
2020-06-29 11:18:45,"Please make a contribution, I will give these masks to poor women because women's health is seldom a priority in households.
#COVID19India #pandemic2020 https://t.co/ISQxaIcjKF",522343425
2020-06-29 11:17:42,"@PMOIndia my grievance is directly related to #COVID19India i kindly request you to swiftly act on the same. @MoHFW_INDIA.
Earlier @fssaiindia washed of its hand telling contact food safety commisioner of FSSAI in AP. Office never responds for any sort of communication. https://t.co/wNxgeuEUtg",44328126
2020-06-29 11:17:41,"Maharashtra govt extends lockdown till July 31, non-essential long-distance travel barred.
#lockdownextension
#maharashtralockdown
#MumbaiTraffic #mumbai #mumbaifightscovid19 #coronavirus #COVID19India #MaharashtraFightsCorona",327270002
2020-06-29 11:17:24,"maharashtra extended lockdown
read full article
#Maharashtra #COVID19India https://t.co/3nQwxlQCn3",4328778616
2020-06-29 11:16:39,"NATIONAL | COVID-19 India: Recovery rate improves to 58.67% 
#India #IndiaNews #COVID19India #IndiaFightsCorona #COVID_19 
https://t.co/xLyw7OBS2e",438156528
2020-06-29 11:15:42,"#lockdownextension
Whenever People talk about Lockdown Extension -
Government be like :-
Shuru majburi m kiya tha ab maja aa rha hai @alifazal9 😅
#COVID19India #coronavirus #Corona https://t.co/pRuScBuZ6A",579643615
2020-06-29 11:10:56,"Sir please postpone neet n jee exams because sir we are future of India so you must think about us #PostponeNEETandJEE 
#postponejee #HealthOverExams #HRDMinistry #COVID19India #LifeOverExam #NEET #NEETUG 🙏🏻🙏🏻🙏🏻",1270916986084573184
2020-06-29 11:10:09,"2020 Successful ongoing project 'Feed the Hungry'! A big thankyou to all supporters &amp; volunteers! And a big big thankyou to hydcitypolice who supported &amp; appreciated our work!

#psf  #feedthehungry #Covid_19india #COVIDー19 #Covid19India #reliefwork …… https://t.co/JwEsPSgeOE)",833963982029484032
2020-06-29 11:09:24,"Keep habit - Live with corona...
#lockdownextension #COVID19India #CoronavirusIndia #habit #Covid_19 https://t.co/zmkM1upuOW",1277549411426422785
2020-06-29 11:09:09,"Fifty lakh coronavirus protective suits - PPE (personal protection equipment) medical coveralls - can be exported every month: Union Minister @PiyushGoyal.
#IndiaFightsCorona #MakeInIndia #coronavirus #COVID19Vic #COVID19India #CoronavirusIndia https://t.co/6R2Yoz2y0e",1113747196099399680
2020-06-29 11:07:13,"DC will issue necessary orders accordingly: Conrad Sangma
@SangmaConrad @tathagata2 @himantabiswa @CMOfficeAssam @sarbanandsonwal @MeghalayaPolice @proshillong @PMOIndia @HMOIndia #COVID19India #Assam @assampolice 
https://t.co/6VFKnIL8RK",929076201187975168
2020-06-29 11:01:16,"29 June 2020
projection of Covid-19(India)

using confirmed cases up to yesterday
▪️horizontal axis is the sequential day number starting with day 1 on 1st Jan
▪️solid line is forecast
▪️○ are cases
▪️⭕️ are cases used to predict
 
Not always hit the mark. FYI.
#COVID19India https://t.co/Dvs7ZSfE1z",1236099716674289666
2020-06-29 11:01:01,"https://t.co/yr5ekOCEkj
Our new  video is out on our channel Crazy Beings. Please like subscribe and watch our channel and share among your friends and family.

#Lockdown5 #COVID19India # Assam",763328061026607105
2020-06-29 10:58:01,"Check out @WOTRIndia's latest photo essay on agriculture activities undertaken as preparation for the kharif season https://t.co/OEWGTb6nZn
#Kharif2020 #ClimateResilientAgiculture #ForNature #BuildBackBetter #COVID19India @AgriGoI @MoRD_GOI @HUL_News @UNCCDLibrary @ibrahimthiaw https://t.co/rZZhmW28xe",168499074
2020-06-29 10:51:52,"@PrabhuChawla @narendramodi @drharshvardhan There is something called as “total reported cases”, “active cases”, “recovered cases” and “deaths”!! @PrabhuChawla #COVID19 #COVID19India #IndiaFightsCorona",141121573
2020-06-29 10:50:51,"Welcoming our esteemed speakers of the webinar.

#JoinUs tomorrow at 11AM IST. 

Webinar Link: https://t.co/AMW05ARfTN

Webinar ID: 870 9589 8730
Password: 413600

#JoinUs  #freewebinar #health #csos #ngos #COVID19India https://t.co/UWIp86ItVf",3128392756
2020-06-29 10:49:04,@DrRPNishank sir plz clarify the NEET and JEE aspirants that the date of examination will postpone or not. #postponeneetjee2020 #healthoverjeeneet #healthoverneet #COVID19India,1277542395018645505
2020-06-29 10:45:17,Can we sue him for 100 crs @PypAyurved this people claimed cure for #COVID19India  promoted by @BJP4India and @narendramodi  @WHO https://t.co/dGSYEqtx6y,22592646
2020-06-29 10:42:08,"Was scrolling through #Covid19India data and noticed that on 16 June, the number of deaths recorded in a 24-hour-cycle was over 2,000 - which is at least 5 times higher than the daily average a week before that date and since then.

What exactly happened here? https://t.co/HOicqfxCyp",143544374
2020-06-29 10:40:56,"Odisha Covid-19 Daily Report: 29 June

#Odisha reported 245 new positive cases of Covid-19 and 203 recoveries today increasing the State's tally to 6859 cases including 4946 recoveries and 30 deaths

Follow @TimesDemocracy for fastest #Covid_19 updates.

#COVID19India #Covid_19 https://t.co/aGyrKPqDz1",1095663272089608192
2020-06-29 10:36:35,If only i could raise an issue about Indian working standards here. These Indian Companies are the least professional and now are using #COVID19India excuse as a means to harass employees.,255433885
2020-06-29 10:33:16,"Do you know...????
#CoronavirusIndia
#CoronaUpdates
#covid19India
👉👉👉
""Half a million people have died due to COVID-19""  https://t.co/S6hckY7MXl",4346594067
2020-06-29 10:28:07,"Uttar Pradesh Corona Daily Report: 29 June

#UttarPradesh reported 681 new positive cases of Covid-19 today increasing the State's tally to 22,828 cases including 15,506 recoveries and 672 deaths
 
Follow @TimesDemocracy for fastest #Covid_19 updates 

#COVID19India https://t.co/PTfQ5Gps1L",1095663272089608192
2020-06-29 10:19:32,"#CoronavirusOutbreak: India's COVID-19 recovery rate improves to 58.67%

#COVID19India #COVID #coronavirus #CoronavirusIndia 

https://t.co/Y8bXuiBX5H",17710740
2020-06-29 10:18:36,"Order Now @ https://t.co/gREdTcCxUw 
Disinfect A-Z items at your workspace. #StaySafe #StayProductive
#COVID-19 #COVID19INDIA #CORONAVIRUS #MUVS #MinionLabsUVSaaph https://t.co/xGmQtVqdIg",869970456929087489
2020-06-29 10:15:55,This is what your.. #जागरूक_राजस्थान ha?? #COVID19India @ashokgehlot51 @SachinPilot @RajGovOfficial @RajCMO @RajSampark @DIPRRajasthan @News18Rajasthan @1stIndiaNews @DainikBhaskar @JagranNews @pirawa @patrikaraj @aajtak @RahulGandhi @rahulkanwal @PoliceRajasthan @jaipur_police,941103475
2020-06-29 10:12:03,#Maharashtra Government extends lockdown in the state till 31st July.  #COVID19India #lockdownextended #Chennai #Subash,2440871581
2020-06-29 10:10:09,"2020 Successful ongoing project 'Feed the Hungry'! A big thankyou to all supporters &amp; volunteers! And a big big thankyou to hydcitypolice who supported &amp; appreciated our work!

#psf  #feedthehungry #Covid_19india #COVIDー19 #Covid19India #reliefwork …… https://t.co/7uy4F5M2BS)",833963982029484032
2020-06-29 10:09:23,"India's #coronavirus recovery rate has reached 58.67 percent as the gap between recoveries and active cases stands at 1,11,602
#CoronavirusinIndia #Covid19India #Coronaviruscases
https://t.co/ca3Tnwz4pW",19519947
2020-06-29 10:06:24,"A single-day spike of 19,459 #Coronavirus cases took India's tally to 5,48,318 today.

#Covid19 #Covid_19 #Covid19India
https://t.co/a6UD7HYXEF",68927629
2020-06-29 09:56:58,"Recovery rate in India from #covid19 increased upto 16% since may, 27 to June, 27. #COVID19India 
@BJP4Bihar  @bjp_jehanabad @mangalpandeybjp 
@sanjayjaiswalMP @Manankrishna 
@cpthakurbjp @VijayKrSinhaBJP 
@Radhamohanji @sureshbjpjbad 
@deveshkumarbjp @shubhamrajBJP @AnmolSovit https://t.co/ublaZeRZK6",806099154455949312
2020-06-29 09:55:38,"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (29th June 2020)

#MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India  #unlockindia #BeginAgain #SARSCoV2 https://t.co/CGVBN0SPgI",1242506670070095872
2020-06-29 09:49:00,"#LiverDisease can become very dangerous. Over time, conditions that damage the liver can lead to scarring (cirrhosis), which can lead to liver failure, a life-threatening condition.

#liverhealth #mondaythoughts #noalcohol  #healthcare #HealthyLiving   #COVID19 #COVID19India https://t.co/etHvcTb9R8",1178905583535063040
2020-06-29 09:37:39,"Yoga is a tool to boost our Immune System.

🇮🇳Guess The Yoga Pose Quiz.🇮🇳🧐
https://t.co/SMlcxpy00r

@prana_yogashal @We_Share_Yoga @Yogalifestudios #yoga #yogaathome #YogaDuringLockDown #StayHome #StaySafe #stayfit #Covid_19 #COVID #Immunity #booster #coronavirus #COVID19India https://t.co/voqT8OQvzF",778524581040680960
2020-06-29 09:27:19,"NMMC special containment zone - Belapur (Sec. 1 to Sec. 9) and Vashi (Vashi gaon) from 30 Jun. to 06 Jul. 2020
#covid19india #navimumbai #vashi #belapur 

@Navimumpolice @NMMConline @KhargharBot @NaviMumbaiCity https://t.co/Y0pRY0W7jh",902545168330629121
2020-06-29 09:22:29,"#COVID19India updates

🩺3,21,722 patients cured; 12,010 in last 24 hours
📈Recovery rate 58.67%
🏥2,10,120 active cases
🧪83,98,362 samples tested

Read: https://t.co/QsUhEpocqI

@cmohry @PunjabGovtIndia @DDNewslive @airnewsalerts @prasarbharati @PBNS_India",567278796
2020-06-29 09:17:02,"@suvarnanewstv @BJP4Karnataka @INCKarnataka News channels got cut itself off from public mood &amp; defending the indefensible @BJP4India @BJP4Karnataka @PMOIndia @narendramodi 
#BJPBetraysOurJawans #ModiSurrendersToChina. Inspite of #COVID19India restrictions @DKShivakumar @INCKarnataka took risk to fight on behalf of people",26403984
2020-06-29 09:16:50,"@dpradhanbjp @narendramodi GDP is going up, GDP= Gas, Diesel,  Petrol for #India #COVID19India Amazing progress!! If you have to take money put a separate COVID tax, but its insane to take money when crude is dropping while being hedged!!",308835749
2020-06-29 09:10:18,"2020 Successful ongoing project 'Feed the Hungry'! A big thankyou to all supporters &amp; volunteers! And a big big thankyou to hydcitypolice who supported &amp; appreciated our work!

#psf  #feedthehungry #Covid_19india #COVIDー19 #Covid19India #reliefwork …… https://t.co/hmzDDqOu1Z)",833963982029484032
2020-06-29 09:07:53,"#COVID19 #COVID19India #COVID19tamilnadu #Coronavirus #StayHomeStaySafe 
Spread the message. Stop the virus.
🤲🤲🤲Wash often🤲🤲🤲
😷😷😷Cough into😷😷😷
🙏🙏🙏Don't touch🙏🙏🙏
🛕🛕🛕Avoid crowds🛕🛕🛕
🏡🏡🏡Stay inside🏡🏡🏡",1111854591534985221
2020-06-29 09:05:19,I believe the government has managed to educate the masses about Covid-19. What they need to focus on is the healthcare infrastructure. Lock downs can be ended slowly. My views! #TNlockdown #COVID19India #COVID19tamilnadu,118123362
2020-06-29 09:04:52,The fact that we are in lockdown 5 and possibly need many more shows how indisciplined we are as a country! More than questioning the government it's time to question the discipline of the  people. #COVID19India,3922870159
2020-06-29 09:02:41,"The total number of active cases - 2,10,120. Stay updated #coronavirus stats in India with MapmyIndia COVID-19 Guide on MapmyIndia Move App. #IndiaFightsCorona #StayHome #StaySafe
#Coronavirusupdate #Covid19outbreak #covid19 #covid19india https://t.co/kBh9LmVo8R",1133604244513120258
2020-06-29 09:01:19,"Delhi to set up Plasma Bank for treatment of coronavirus patients: Arvind Kejriwal.
. 
.
.
#Delhi #delhinews #newdelhi #newdelhinews #nationalnews #covid19india #covidupdates #coronaupdatesindia #coronavirusinindia #IndiaFightCorona #arvindkejriwal #manishsisodia #savedelhi #ncr https://t.co/pEh42tPpe3",1243080700086996993
2020-06-29 08:59:37,"@ATDarkNova Please read #BBC  article. The world knows that India has lost its fight against #Covid19India as well as #chinaindiaborder clash. #PetrolDieselPriceHike ⛽️ 
or #bankfraud or #indianeconomy 
#CoronavirusOutbreak or 🚊 #shramikspecialtrains, #BJP has failed totally! https://t.co/3jT2rYUHRC",1264926863757062145
2020-06-29 08:58:13,@imtiaz_jaleel @CMOMaharashtra @AUThackeray @AnilDeshmukhNCP @rajeshtope11 this is the saddest reality of pvt hospitals. #shame #COVID19India https://t.co/IEU2yzRFDs,553717435
2020-06-29 08:57:28,"@tanya_goell @sarvarta @TajinderBagga @srinivasiyc Guys you need help .
Health sector alone can't win this.
Public participation is more important.
Donate Plasma

#COVID19India",434923455
2020-06-29 08:57:22,"Why can't Karnataka Govt copy the Model implemented by Central Govt at Delhi .. ?

#COVID19India #Covid19Karnataka 
@CMofKarnataka @DHFWKA @MoHFW_INDIA",136899074
2020-06-29 08:56:26,"Doctors,  Doctors, 
Govt is taking certain requiry actions but I dono what's wrong is happening with these doctors atleast you would hve put that man on ventilator . He would have died peacefully but u made him die because of u just because of ur negligence he died #COVID19India https://t.co/xsICFVHylE",1268189155831345152
2020-06-29 08:56:06,"2yrs back,#Warkaries wid 
Agenda of #MarathaReservation allegedly  Thretened the  then CM #fadanavis not to perform #State Pooja of Lord #Vithoba n #rukhmini on Eve of #Aashadhi Ekadishi This Year #COVID19India prohibited them,Coicidence? or Mauli Unhappy with them #pandharpur",1052853006608125953
2020-06-29 08:54:13,Wear #mask and save yourself and others. #COVID19India https://t.co/fuo4sAU6k8,68925774
2020-06-29 08:52:48,"#Bhubaneswar reports 25 #COVID19 Positive Cases; 23 Local Contact.

#OdishaFightsCorona #OdishaCares #COVID__19 #COVID19India #CoronaVirusUpdates 

https://t.co/DdDjCzCTHH",849487754
2020-06-29 08:52:11,"Himachal Pradesh Reports 3 New COVID-19 Cases, State Tally Rises to 919 #HimachalPradesh #COVID19India #Covid_19 #CoronavirusIndia #CoronaVirusUpdate 
https://t.co/z3GplqP29J",828841083257778176
2020-06-29 08:50:19,In connection  with #COVID19India #Lockdown5 Cost free 20 kg rice given to APL card holders in #manavelly #constituency #puduicherry @RahulGandhi @MukulWasnik @SanjaySDutt @INCPuducherry @CMPuducherry @Ve_Vaithilingam https://t.co/1DZrtQq1Mw,4736229912
2020-06-29 08:50:00,"""The drug will now be used for critical #COVID19 patients undergoing treatment at #COVID hospitals in the state” said the additional chief secretary, @HFWOdisha.

#COVID19India #OdishaFightsCorona #MyCityLinks #Odisha #Odia #Bhubaneswar 
https://t.co/89T3f4v7jF",1427100336
2020-06-29 08:49:51,Guys don't trust the Zomato safety measure they collecting money from vendors and cheating in the name Max Safe and no refund if you are unhappy @Zomato @ZomatoIN #zomatocheatingcustomers #COVID19India https://t.co/CKTu2vjCo8,123651992
2020-06-29 08:49:43,I thought i was only one last two years trying to reduced my electric bill. Changed  all appl to 5* rating still from 1300 to 5000 .seems it's #adanivirus..like #COVID19India we have to live with it.. Celebrities to got infected @renukash @taapsee @Adani_Elec_Mum @gautam_adani https://t.co/ZkFTEs1rci,4347956892
2020-06-29 08:49:16,"Indian Chemicals Industry is one of the key elements of the economy &amp; has the potential to become 4th largest chemicals consuming country, despite #COVID19India pandemic. @CimGOI @PiyushGoyal  @DVSadanandGowda",1271869435645583360
2020-06-29 08:48:31,"@flyingbeast320 @captriturathee  sir/ma'am look what @indigo is doing, dumping  #COVID19India used safety kits on the roadside, which is highly infectious to cattle owners and animals as well. https://t.co/oIvjJx0Dyp https://t.co/JoRycGvWMP",197768378
